¿Cuál es su sexo?;¿Cuál es su año de nacimiento?;Edad;¿Cuál es su Nacionalidad?;"Ha seleccionado ""Otra"", por favor, indíquela:";Código Postal;¿Cuál es su nivel de estudios alcanzados?;Situación profesional:;"Ha seleccionado ""Otra situación"", por favor, especifique:";¿Con qué frecuencia visita la estación de esquí y montaña de Sierra Nevada en invierno?;¿Con qué frecuencia visita  la estación en conjunto? (Invierno y Verano);¿Qué opinión tiene de las actividades ofertadas?;Servicio de venta de forfaits;Servicio de atención al cliente;Colas en el Centro de Atención al Usuario (Atención al cliente y Taquillas);Colas en el acceso a los remontes;Preparación de las pistas;Número y variedad de pistas;Áreas recreativas y lúdicas para no esquiadores;Snowpark;Servicio de aparcamiento de pago (parking);Accesos por carretera a la estación de esqui, snowboard y montaña de Sierra Nevada;Movilidad en la urbanización;Mantenimiento y limpieza de la urbanización;¿Qué probabilidades hay de que recomiende Sierra Nevada a un amigo o compañero?;Created;Updated
Masculino;1979;45;Española;;11130;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;6;2;1;7;5;6;7;2;5;4;8;4;10/1/2024 11:27;10/1/2024 11:27
Masculino;2005;19;Española;;45215;Bachiller/ FP Superior;Estudia;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;8;7;8;6;4;7;4;9;2;5;6;8;4;9/1/2024 12:05;9/1/2024 12:05
Masculino;1976;48;Española;;23740;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;0;0;0;0;7;0;7;0;6;0;7;8/1/2024 16:18;8/1/2024 16:18
Masculino;1993;31;Española;;41005;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;1;6;6;1;1;3;6;7;8;5;5;5;4;9/1/2024 11:56;9/1/2024 11:56
Masculino;1983;41;Española;;14005;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;8;8;8;8;0;5;0;8;0;8;8/1/2024 16:17;8/1/2024 16:17
Femenino;1985;39;Española;;41849;EGB / Primaria / ESO / FP Medio;Estudia;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;0;8;10;9;7;9;10;0;4;0;4;9/1/2024 09:36;9/1/2024 09:36
Masculino;1996;28;Española;;4007;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;10;9;8;9;9;8;8;6;10;5;4;9;9/1/2024 06:46;9/1/2024 06:46
Femenino;1972;52;Española;;28703;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;2;2;2;1;1;8;5;1;1;1;1;1;4;9/1/2024 09:33;9/1/2024 09:33
Femenino;1980;44;Española;;19174;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;7;7;6;6;7;6;0;6;0;8;8/1/2024 16:15;8/1/2024 16:15
Masculino;1986;38;Española;;14012;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;0;1;5;7;5;7;7;0;7;0;4;9/1/2024 08:57;9/1/2024 08:57
Masculino;1993;31;Española;;4712;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;5;4;3;7;7;4;0;8;8;0;8;9;9/1/2024 02:03;9/1/2024 02:03
Femenino;1990;34;Portuguesa;;;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;6;4;3;6;5;7;6;7;8;8;6;7;8/1/2024 16:14;8/1/2024 16:14
Femenino;1997;27;Española;;29601;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;6;7;7;6;7;3;7;7;7;7;7;8;8;8/1/2024 16:14;8/1/2024 16:14
Masculino;1976;48;Española;;23740;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;7;8;0;0;0;0;8;0;7;0;7;0;7;8/1/2024 16:14;8/1/2024 16:14
Femenino;1993;31;Española;;18220;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;0;7;1;7;7;10;0;8;7;4;9;9;9/1/2024 00:25;9/1/2024 00:25
Masculino;1967;57;Española;;29640;Grado / Licenciado / Doctorado;Trabaja;;;Entre 15 y 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;6;6;9;9;8;8;8;9;7;6;9;8/1/2024 23:54;8/1/2024 23:54
Masculino;1999;25;Española;;14960;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;8;7;8;6;8;6;6;7;7;8;8;8/1/2024 16:13;8/1/2024 16:13
Masculino;2000;24;Española;;18012;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;5;5;5;7;7;4;7;6;7;7;8/1/2024 16:13;8/1/2024 16:13
Masculino;1980;44;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;8;8;8;8;10;8;8;8;5;8;3;4;9;8/1/2024 23:38;8/1/2024 23:38
Femenino;1990;34;Española;;41807;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;9;9;5;8;8;9;8;8;8;10;10;9;8/1/2024 23:38;8/1/2024 23:38
Masculino;1981;43;Española;;18002;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;1;1;2;1;1;1;3;2;1;2;5;7;4;8/1/2024 23:32;8/1/2024 23:32
Masculino;1994;30;Española;;30008;Grado / Licenciado / Doctorado;Estudia;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;10;5;0;3;9;4;6;8;5;0;4;0;9;8/1/2024 23:36;8/1/2024 23:36
Masculino;1980;44;Española;;41020;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;8;8;8;8;10;8;8;8;5;8;3;4;9;8/1/2024 23:33;8/1/2024 23:33
Femenino;1980;44;Española;;3350;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;5;3;5;8;6;7;6;8;6;7;8;8/1/2024 16:10;8/1/2024 16:10
Masculino;1989;35;Española;;41006;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;9;7;2;8;7;5;5;7;3;5;2;7;8/1/2024 16:10;8/1/2024 16:10
Femenino;1991;33;Española;;41520;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;5;5;5;5;5;4;3;4;5;4;8/1/2024 20:33;8/1/2024 20:33
Masculino;1992;32;Española;;41008;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;4;7;3;3;5;5;4;7;3;5;4;5;4;8/1/2024 18:50;8/1/2024 18:50
Masculino;1989;35;Española;;23538;Bachiller/ FP Superior;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;5;3;1;1;1;2;4;4;4;4;4;4;4;8/1/2024 18:01;8/1/2024 18:01
Masculino;1979;45;Española;;23003;Grado / Licenciado / Doctorado;Trabaja;;Entre 15 y 25 días al año;Entre 15 y 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;6;5;10;10;5;6;8;9;6;7;9;8/1/2024 23:32;8/1/2024 23:32
Femenino;1990;34;Española;;18007;Grado / Licenciado / Doctorado;Trabaja;;;Entre 15 y 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;1;3;1;5;8;8;2;8;1;4;4;5;4;8/1/2024 17:16;8/1/2024 17:16
Masculino;1980;44;Española;;41012;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;7;7;7;7;8;8;7;7;7;9;8/1/2024 23:28;8/1/2024 23:28
Femenino;1976;48;Española;;23740;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;7;8;0;0;0;0;7;0;8;0;7;0;8;8/1/2024 16:06;8/1/2024 16:06
Masculino;1980;44;Española;;21004;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;9;8;7;7;8;9;8;7;5;7;5;7;9;8/1/2024 23:02;8/1/2024 23:02
Femenino;1991;33;Española;;30800;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;7;8;7;7;7;8;8;7;7;7;7;8;9;8/1/2024 22:44;8/1/2024 22:44
Femenino;1978;46;Española;;18650;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;7;7;7;7;7;7;2;6;2;4;7;8/1/2024 16:04;8/1/2024 16:04
Masculino;1984;40;Española;;18004;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;5;5;3;3;4;7;5;7;8;7;7;7;8/1/2024 16:04;8/1/2024 16:04
Masculino;1998;26;Española;;11540;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;5;7;8;8;7;5;8;8;8;9;8/1/2024 22:38;8/1/2024 22:38
Masculino;1976;48;Española;;14001;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;10;9;7;6;10;7;7;7;4;5;4;4;7;8/1/2024 16:03;8/1/2024 16:03
Masculino;1988;36;Española;;41610;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;6;8;8;8;7;0;8;8;8;9;8/1/2024 22:38;8/1/2024 22:38
Masculino;1975;49;Española;;41920;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;6;4;10;9;8;8;8;7;5;5;7;8/1/2024 16:03;8/1/2024 16:03
Femenino;1999;25;Española;;18600;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;8;8;9;7;7;9;8;9;9;9;8;8;9;8/1/2024 22:35;8/1/2024 22:35
Masculino;1977;47;Española;;3350;Grado / Licenciado / Doctorado;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;6;6;7;8;7;5;5;5;6;5;6;7;8/1/2024 16:02;8/1/2024 16:02
Masculino;1979;45;Española;;41928;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;7;7;7;6;8;7;6;7;6;8;8;8/1/2024 16:01;8/1/2024 16:01
Femenino;1992;32;Española;;41011;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;10;10;7;9;8;10;8;9;9;9;10;9;8/1/2024 22:32;8/1/2024 22:32
Masculino;1987;37;Otra;Rumana;;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;8;8;1;9;10;7;8;8;9;7;8;8;8/1/2024 16:00;8/1/2024 16:00
Masculino;1988;36;Española;;11100;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;2;3;9;9;0;5;7;6;6;6;8;8/1/2024 16:00;8/1/2024 16:00
Masculino;2001;23;Española;;4760;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;10;5;5;5;8;5;7;3;3;3;7;4;12/1/2024 22:35;12/1/2024 22:35
Masculino;1980;44;Española;;21004;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;9;8;8;8;9;9;7;7;5;8;5;7;9;8/1/2024 22:31;8/1/2024 22:31
Masculino;1977;47;Española;;14004;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;7;8;8;9;8;8;8;8;9;9;8/1/2024 21:43;8/1/2024 21:43
Femenino;1974;50;Española;;30001;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;7;5;4;8;7;7;8;8;8;2;1;7;8/1/2024 15:59;8/1/2024 15:59
Masculino;1983;41;Española;;11550;EGB / Primaria / ESO / FP Medio;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;5;7;5;5;7;5;8;8;5;8;8;8;8;8/1/2024 15:59;8/1/2024 15:59
Masculino;2016;8;Española;;41008;Sin estudios o inacabada primaria;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;8;5;5;8;9;6;7;4;5;4;5;8;8/1/2024 15:58;8/1/2024 15:58
Masculino;1973;51;Española;;11130;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;5;2;9;7;7;5;5;7;6;5;8;8/1/2024 15:58;8/1/2024 15:58
Masculino;1983;41;Española;;18006;Grado / Licenciado / Doctorado;Estudia;;Entre 15 y 25 días al año;Entre 15 y 25 días al año;Muchas actividades, la oferta es abundante.;8;8;8;7;7;8;8;6;7;6;7;8;9;8/1/2024 21:39;8/1/2024 21:39
Femenino;1994;30;Española;;28523;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;5;4;4;4;6;6;4;5;5;5;4;12/1/2024 15:49;12/1/2024 15:49
Masculino;1979;45;Española;;41860;EGB / Primaria / ESO / FP Medio;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;7;8;3;6;6;7;8;5;5;5;7;8;8/1/2024 15:56;8/1/2024 15:56
Masculino;1998;26;Española;;41510;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;2;2;7;8;1;7;8;8;5;8;7;8/1/2024 15:55;8/1/2024 15:55
Masculino;1984;40;Española;;18170;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;7;5;5;5;9;6;4;7;6;4;4;4;8;8/1/2024 15:55;8/1/2024 15:55
Femenino;1994;30;Española;;28523;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;4;6;5;4;4;4;6;6;4;5;5;5;4;12/1/2024 15:15;12/1/2024 15:15
Masculino;1991;33;Española;;41009;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;3;3;7;3;4;4;6;4;4;4;5;4;4/1/2024 14:08;4/1/2024 14:08
Masculino;1971;53;Española;;30001;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;8;8;5;5;9;8;4;7;8;8;3;1;7;8/1/2024 15:53;8/1/2024 15:53
Masculino;1996;28;Española;;29014;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;3;10;0;4;2;4;3;4;2;0;6;0;4;9/1/2024 18:54;9/1/2024 18:54
Masculino;1996;28;Española;;21004;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;7;5;6;6;7;5;7;4;5;7;6;4;9/1/2024 08:51;9/1/2024 08:51
Masculino;1996;28;Española;;30011;Bachiller/ FP Superior;Desempleado;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;6;6;0;0;0;0;6;0;4;0;5;0;4;1/1/2024 20:32;1/1/2024 20:32
Masculino;1979;44;Española;;4720;Grado / Licenciado / Doctorado;Trabaja;;Entre 15 y 25 días al año;Entre 15 y 25 días al año;Muy pocas actividades, es reducida la oferta.;10;7;5;9;8;3;7;8;8;3;8;8;4;26/12/2023 20:55;26/12/2023 20:55
Masculino;1993;31;Española;;18100;Grado / Licenciado / Doctorado;Trabaja;;Más de 25 días al año;Más de 25 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;2;2;2;1;10;10;7;2;1;7;1;1;3;12/1/2024 22:01;12/1/2024 22:01
Masculino;1970;54;Española;;41014;Bachiller/ FP Superior;Desempleado;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;8;7;10;8;5;0;6;0;6;6;7;8/1/2024 15:51;8/1/2024 15:51
Masculino;1996;28;Española;;11160;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;9;8;8;0;0;0;9;0;9;8;9;8;8;8/1/2024 15:51;8/1/2024 15:51
Masculino;1971;53;Española;;41008;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;8;6;4;5;8;8;5;5;2;5;4;5;7;8/1/2024 15:51;8/1/2024 15:51
Masculino;1977;47;Española;;14004;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;9;9;9;9;9;8;9;9;9;9;9;9;9;8/1/2024 21:37;8/1/2024 21:37
Masculino;1989;35;Francesa;;;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;3;4;7;3;6;6;4;5;6;2;3;4;3;12/1/2024 21:43;12/1/2024 21:43
Masculino;2004;20;Española;;41710;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;9;5;5;9;10;10;7;5;9;5;7;9;8/1/2024 21:37;8/1/2024 21:37
Femenino;1978;46;Española;;18650;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;7;7;7;7;7;7;1;6;2;4;8;8/1/2024 15:49;8/1/2024 15:49
Femenino;1976;48;Española;;41920;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;2;8;8;8;8;3;8;8;8;7;8/1/2024 15:49;8/1/2024 15:49
Femenino;1996;28;Española;;3205;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;9;9;9;6;8;9;9;9;9;9;9;9;8/1/2024 21:20;8/1/2024 21:20
Masculino;1946;78;Española;;41013;Grado / Licenciado / Doctorado;Jubilado;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;8;5;8;8;5;5;8;7;5;6;9;8/1/2024 21:06;8/1/2024 21:06
Masculino;1974;50;Española;;41620;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;5;1;4;7;6;4;0;7;8;4;7;9;8/1/2024 20:52;8/1/2024 20:52
Masculino;1977;47;Española;;30140;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;7;9;8;8;6;7;5;4;2;7;9;8/1/2024 20:34;8/1/2024 20:34
Masculino;1992;32;Española;;30833;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;8;7;3;10;8;9;7;10;8;8;3;9;8/1/2024 20:34;8/1/2024 20:34
Femenino;1996;28;Española;;29400;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;2;2;8;9;9;8;7;9;8;8;9;8/1/2024 20:27;8/1/2024 20:27
Femenino;1981;43;Española;;13160;EGB / Primaria / ESO / FP Medio;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;5;8;7;3;3;1;8;5;5;8;8/1/2024 15:41;8/1/2024 15:41
Masculino;1980;44;Española;;29004;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;7;7;0;7;7;7;7;7;7;0;7;0;7;8/1/2024 15:41;8/1/2024 15:41
Masculino;1991;33;Española;;30001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;7;8;8;7;9;8;5;0;10;8;4;1;9;8/1/2024 19:57;8/1/2024 19:57
Masculino;1991;33;Española;;30001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;7;8;8;7;9;8;5;0;10;8;4;1;9;8/1/2024 19:54;8/1/2024 19:54
Femenino;1993;31;Española;;3300;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;6;5;5;6;6;6;5;9;7;8;7;8/1/2024 15:40;8/1/2024 15:40
Femenino;1981;43;Española;;4007;Grado / Licenciado / Doctorado;Estudia;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;8;8;0;0;0;2;0;1;5;5;2;3;12/1/2024 15:47;12/1/2024 15:47
Masculino;1976;48;Española;;30005;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;3;5;5;5;0;4;5;3;1;4;3;2;3;11/1/2024 20:58;11/1/2024 20:58
Masculino;1982;42;Española;;3007;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;6;1;1;1;7;6;5;3;2;6;5;3;3;10/1/2024 04:39;10/1/2024 04:39
Masculino;1977;47;Española;;41927;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;4;4;5;8;8;7;7;6;6;4;4;7;8/1/2024 15:39;8/1/2024 15:39
Masculino;1997;27;Española;;29130;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;6;9;8;8;9;7;8;6;8;8;8/1/2024 15:39;8/1/2024 15:39
Femenino;1976;48;Española;;29700;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;5;8;4;5;9;6;7;4;3;2;6;3;9/1/2024 21:11;9/1/2024 21:11
Femenino;1989;35;Española;;29007;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;8;2;5;7;7;7;8;7;7;2;9;7;8/1/2024 15:38;8/1/2024 15:38
